##Databases: BioCyc, Gene Ontology, KEGG DISEASE, OMIM, NHGRI GWAS Catalog, PANTHER, Gene Ontology Slim, Reactome, KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
cellular biosynthetic process	Gene Ontology	GO:0044249	24	1833	4.44871265603e-06	5.93468303005e-05	SMN2|PTGS2|CD40LG|HSPA8|SMAD3|CD4|TOPORS|NT5E|IL4|MAPK1|ICAM1|IL2|PABPN1|SOD1|FEV|IRF1|RPS6KA3|IRF7|BAAT|CDK2|PGDS|ATF6|AICDA|PPIA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044249
cellular biosynthetic process	Gene Ontology Slim	GO:0044249	24	1833	4.44871265603e-06	5.93468303005e-05	SMN2|PTGS2|CD40LG|HSPA8|SMAD3|CD4|TOPORS|NT5E|IL4|MAPK1|ICAM1|IL2|PABPN1|SOD1|FEV|IRF1|RPS6KA3|IRF7|BAAT|CDK2|PGDS|ATF6|AICDA|PPIA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044249
cytokine receptor binding	Gene Ontology	GO:0005126	5	49	4.71570664943e-06	6.21277786222e-05	IFNG|CCL2|IL4|IL17A|CCL5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005126
cytokine receptor binding	Gene Ontology Slim	GO:0005126	5	49	4.71570664943e-06	6.21277786222e-05	IFNG|CCL2|IL4|IL17A|CCL5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005126
protein transport	Gene Ontology	GO:0015031	11	418	4.7839571403e-06	6.26415937725e-05	CCL2|APOD|CD40LG|ARF1|GOLPH3|PABPN1|IL5|IL2|TP53|ANXA13|PPIA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015031
protein transport	Gene Ontology Slim	GO:0015031	11	418	4.7839571403e-06	6.26415937725e-05	CCL2|APOD|CD40LG|ARF1|GOLPH3|PABPN1|IL5|IL2|TP53|ANXA13|PPIA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015031
transferase activity, transferring phosphorus-containing groups	Gene Ontology	GO:0016772	9	269	5.56779253269e-06	7.184477019e-05	TGFB1|RPS6KA3|DNTT|EGFR|CD4|LTF|CXCL10|CDK5RAP1|DAPK3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016772
transferase activity, transferring phosphorus-containing groups	Gene Ontology Slim	GO:0016772	9	269	5.56779253269e-06	7.184477019e-05	TGFB1|RPS6KA3|DNTT|EGFR|CD4|LTF|CXCL10|CDK5RAP1|DAPK3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016772
positive regulation of macromolecule metabolic process	Gene Ontology	GO:0010604	12	513	5.69507554e-06	7.32209259192e-05	IRF1|TBK1|RUNX3|IFNG|PTGER3|USF2|NR1I2|IL2|VEGFC|MYB|NPM1|EGF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010604
positive regulation of macromolecule metabolic process	Gene Ontology Slim	GO:0010604	12	513	5.69507554e-06	7.32209259192e-05	IRF1|TBK1|RUNX3|IFNG|PTGER3|USF2|NR1I2|IL2|VEGFC|MYB|NPM1|EGF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010604
extracellular vesicle	Gene Ontology	GO:1903561	12	514	5.8050615515e-06	7.43655628719e-05	ACE|HLA-C|UMOD|CD86|MAPK3|CD14|ICAM3|TTN|SERPINF2|ACE2|FGL2|LTF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1903561
extracellular vesicle	Gene Ontology Slim	GO:1903561	12	514	5.8050615515e-06	7.43655628719e-05	ACE|HLA-C|UMOD|CD86|MAPK3|CD14|ICAM3|TTN|SERPINF2|ACE2|FGL2|LTF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1903561
positive regulation of signal transduction	Gene Ontology	GO:0009967	17	1019	5.85326436142e-06	7.47133402392e-05	TGFB1|IKBKE|IFNB1|GIF|CXCL9|SH2D3C|CCL5|PSMD2|MAPK3|TNF|ADAM17|SERPINF2|CCL3|IL10|TLR9|DAPK3|FURIN	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009967
positive regulation of signal transduction	Gene Ontology Slim	GO:0009967	17	1019	5.85326436142e-06	7.47133402392e-05	TGFB1|IKBKE|IFNB1|GIF|CXCL9|SH2D3C|CCL5|PSMD2|MAPK3|TNF|ADAM17|SERPINF2|CCL3|IL10|TLR9|DAPK3|FURIN	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009967
cell periphery	Gene Ontology	GO:0071944	15	812	6.47612509308e-06	8.17973304922e-05	NOS2|HSPA8|ANTXR2|KNG1|CD27|PTGER1|PTGER3|RHOJ|IL4|DDX58|CYTH1|SYNE1|RHOA|SMAD3|EGF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071944
cell periphery	Gene Ontology Slim	GO:0071944	15	812	6.47612509308e-06	8.17973304922e-05	NOS2|HSPA8|ANTXR2|KNG1|CD27|PTGER1|PTGER3|RHOJ|IL4|DDX58|CYTH1|SYNE1|RHOA|SMAD3|EGF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071944
positive regulation of biosynthetic process	Gene Ontology	GO:0009891	10	350	6.4790552505e-06	8.17973304922e-05	CCL2|TGFB1|NOS2|RPS6KA3|PTGER4|SMAD3|PER1|CDK4|POU5F1|CD86	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009891
positive regulation of biosynthetic process	Gene Ontology Slim	GO:0009891	10	350	6.4790552505e-06	8.17973304922e-05	CCL2|TGFB1|NOS2|RPS6KA3|PTGER4|SMAD3|PER1|CDK4|POU5F1|CD86	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009891
positive regulation of transmembrane transport	Gene Ontology	GO:0034764	4	23	6.5119757261e-06	8.17973304922e-05	MAPK14|CXCL10|CXCR3|AKT1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034764
positive regulation of transmembrane transport	Gene Ontology Slim	GO:0034764	4	23	6.5119757261e-06	8.17973304922e-05	MAPK14|CXCL10|CXCR3|AKT1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034764
peptidyl-serine modification	Gene Ontology	GO:0018209	5	53	6.73292232534e-06	8.4274338171e-05	IFNG|IFNA2|CDK2|TNF|MAPK1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0018209
peptidyl-serine modification	Gene Ontology Slim	GO:0018209	5	53	6.73292232534e-06	8.4274338171e-05	IFNG|IFNA2|CDK2|TNF|MAPK1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0018209
regulation of protein phosphorylation	Gene Ontology	GO:0001932	14	713	6.76498098899e-06	8.4377979049e-05	CD80|ITGB2|FAS|IFNA1|CD40|CD4|AKT1|IL2|VEGFC|SERPINF2|RB1CC1|EGF|HRC|CAV1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0001932
regulation of protein phosphorylation	Gene Ontology Slim	GO:0001932	14	713	6.76498098899e-06	8.4377979049e-05	CD80|ITGB2|FAS|IFNA1|CD40|CD4|AKT1|IL2|VEGFC|SERPINF2|RB1CC1|EGF|HRC|CAV1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0001932
negative regulation of cellular protein metabolic process	Gene Ontology	GO:0032269	7	150	7.96305156285e-06	9.79854628904e-05	SPI1|C19orf2|KNG1|AKT1|TNF|ISG15|CDK5RAP1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032269
negative regulation of cellular protein metabolic process	Gene Ontology Slim	GO:0032269	7	150	7.96305156285e-06	9.79854628904e-05	SPI1|C19orf2|KNG1|AKT1|TNF|ISG15|CDK5RAP1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032269
response to gamma radiation	Gene Ontology	GO:0010332	4	26	1.00611850634e-05	0.000121850222517	CCL2|IL1B|CAV1|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010332
response to gamma radiation	Gene Ontology Slim	GO:0010332	4	26	1.00611850634e-05	0.000121850222517	CCL2|IL1B|CAV1|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010332
cation binding	Gene Ontology	GO:0043169	13	641	1.0356725352e-05	0.000125002856842	CSH2|UROD|LTF|CD209|ALB|GIF|PGDS|ANPEP|TF|CYP2C19|ANXA13|FURIN|TTN	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043169
cation binding	Gene Ontology Slim	GO:0043169	13	641	1.0356725352e-05	0.000125002856842	CSH2|UROD|LTF|CD209|ALB|GIF|PGDS|ANPEP|TF|CYP2C19|ANXA13|FURIN|TTN	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043169
nuclear body	Gene Ontology	GO:0016604	5	59	1.09594340991e-05	0.000130283255948	GLI2|IKBKE|PYHIN1|RB1|TOPORS	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016604
nuclear body	Gene Ontology Slim	GO:0016604	5	59	1.09594340991e-05	0.000130283255948	GLI2|IKBKE|PYHIN1|RB1|TOPORS	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016604
programmed cell death	Gene Ontology	GO:0012501	16	962	1.14595001205e-05	0.000135773075718	BCL2L1|CCL3|KNG1|CCL5|IL13|C19orf2|G6PD|ALB|MAPK14|AKT1|IL2|NFKB1|EPCAM|RB1CC1|MYD88|IRF3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0012501
programmed cell death	Gene Ontology Slim	GO:0012501	16	962	1.14595001205e-05	0.000135773075718	BCL2L1|CCL3|KNG1|CCL5|IL13|C19orf2|G6PD|ALB|MAPK14|AKT1|IL2|NFKB1|EPCAM|RB1CC1|MYD88|IRF3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0012501
negative regulation of cell communication	Gene Ontology	GO:0010648	8	226	1.25284471195e-05	0.000147453381769	PTGS2|CCL5|IL10|ARF1|PSMD1|IL1A|RB1CC1|IL8	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010648
negative regulation of cell communication	Gene Ontology Slim	GO:0010648	8	226	1.25284471195e-05	0.000147453381769	PTGS2|CCL5|IL10|ARF1|PSMD1|IL1A|RB1CC1|IL8	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010648
positive regulation of hemopoiesis	Gene Ontology	GO:1903708	4	28	1.31087875157e-05	0.000152263608836	IL7R|CD80|IL5|RB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1903708
viral entry into host cell	Gene Ontology	GO:0046718	4	28	1.31087875157e-05	0.000152263608836	CLEC4G|CD209|ICAM1|CD80	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046718
viral entry into host cell	Gene Ontology Slim	GO:0046718	4	28	1.31087875157e-05	0.000152263608836	CLEC4G|CD209|ICAM1|CD80	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046718
positive regulation of hemopoiesis	Gene Ontology Slim	GO:1903708	4	28	1.31087875157e-05	0.000152263608836	IL7R|CD80|IL5|RB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1903708
positive regulation of membrane permeability	Gene Ontology	GO:1905710	3	8	1.45244153486e-05	0.000164927641166	MAPK8|BAX|E2F1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1905710
cellular response to dsRNA	Gene Ontology	GO:0071359	3	8	1.45244153486e-05	0.000164927641166	CAV1|NPM1|IFNB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071359
positive regulation of intrinsic apoptotic signaling pathway	Gene Ontology	GO:2001244	3	8	1.45244153486e-05	0.000164927641166	CAV1|DDIT3|SOD1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:2001244
cellular response to dsRNA	Gene Ontology Slim	GO:0071359	3	8	1.45244153486e-05	0.000164927641166	CAV1|NPM1|IFNB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071359
positive regulation of membrane permeability	Gene Ontology Slim	GO:1905710	3	8	1.45244153486e-05	0.000164927641166	MAPK8|BAX|E2F1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1905710
positive regulation of intrinsic apoptotic signaling pathway	Gene Ontology Slim	GO:2001244	3	8	1.45244153486e-05	0.000164927641166	CAV1|DDIT3|SOD1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:2001244
cell junction organization	Gene Ontology	GO:0034330	5	63	1.47653782977e-05	0.000167129010811	APOD|TNF|DAPK3|ACE|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034330
cell junction organization	Gene Ontology Slim	GO:0034330	5	63	1.47653782977e-05	0.000167129010811	APOD|TNF|DAPK3|ACE|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034330
transferase activity	Gene Ontology	GO:0016740	11	474	1.50239143525e-05	0.000169245587555	MADD|PRKCA|BAAT|OSTC|CD40|IL6|GIF|CDK2|IL1B|CD86|MAPK8	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016740
transferase activity	Gene Ontology Slim	GO:0016740	11	474	1.50239143525e-05	0.000169245587555	MADD|PRKCA|BAAT|OSTC|CD40|IL6|GIF|CDK2|IL1B|CD86|MAPK8	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016740
regulation of anatomical structure morphogenesis	Gene Ontology	GO:0022603	9	306	1.50769596429e-05	0.000169305668648	CXCL9|CD34|BAX|MAPK14|PALM|VEGFC|IL1A|RHOA|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0022603
regulation of anatomical structure morphogenesis	Gene Ontology Slim	GO:0022603	9	306	1.50769596429e-05	0.000169305668648	CXCL9|CD34|BAX|MAPK14|PALM|VEGFC|IL1A|RHOA|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0022603
process utilizing autophagic mechanism	Gene Ontology	GO:0061919	6	111	1.62462471065e-05	0.000181288703954	IFNG|GAPDH|MAPK3|MAPK8|DAPK3|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0061919
process utilizing autophagic mechanism	Gene Ontology Slim	GO:0061919	6	111	1.62462471065e-05	0.000181288703954	IFNG|GAPDH|MAPK3|MAPK8|DAPK3|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0061919
cell communication	Gene Ontology	GO:0007154	37	3885	1.70571635896e-05	0.000188852870507	CCL2|PTGS2|VEGFC|LAT2|BIRC3|PCSK5|CCR5|NPTX1|DDX58|IL1B|VIM|PLP2|TOPORS|APOD|NKX2-1|UNC119|ICAM1|MYC|CAV1|PSMD1|MADD|GIF|ARFGEF2|CYTH1|MX1|NPM1|CSH2|FCER2|ALB|KIT|IL6|NR1I2|PGDS|MAVS|SELP|IL8|SH2D3A	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007154
cell communication	Gene Ontology Slim	GO:0007154	37	3885	1.70571635896e-05	0.000188852870507	CCL2|PTGS2|VEGFC|LAT2|BIRC3|PCSK5|CCR5|NPTX1|DDX58|IL1B|VIM|PLP2|TOPORS|APOD|NKX2-1|UNC119|ICAM1|MYC|CAV1|PSMD1|MADD|GIF|ARFGEF2|CYTH1|MX1|NPM1|CSH2|FCER2|ALB|KIT|IL6|NR1I2|PGDS|MAVS|SELP|IL8|SH2D3A	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007154
regulation of cellular metabolic process	Gene Ontology	GO:0031323	18	1229	1.74221278324e-05	0.000192293687755	IL7R|PTGS2|CDK5RAP1|IL17A|TCF3|UNC119|HP|PER1|FEV|NR1I2|CDK2|RPS6KA3|IL2|SERPINF2|F11|MYC|ATF6|GZMA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031323
regulation of cellular metabolic process	Gene Ontology Slim	GO:0031323	18	1229	1.74221278324e-05	0.000192293687755	IL7R|PTGS2|CDK5RAP1|IL17A|TCF3|UNC119|HP|PER1|FEV|NR1I2|CDK2|RPS6KA3|IL2|SERPINF2|F11|MYC|ATF6|GZMA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031323
regulation of protein localization	Gene Ontology	GO:0032880	13	675	1.75996687703e-05	0.000193650929089	CCL2|CRP|IL17A|E2F1|CCL5|IFNG|IL13|CD40|RB1|IL5|ANXA13|MAPK8|PPIA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032880
regulation of protein localization	Gene Ontology Slim	GO:0032880	13	675	1.75996687703e-05	0.000193650929089	CCL2|CRP|IL17A|E2F1|CCL5|IFNG|IL13|CD40|RB1|IL5|ANXA13|MAPK8|PPIA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032880
positive regulation of macromolecule biosynthetic process	Gene Ontology	GO:0010557	9	315	1.88207563134e-05	0.000206201007063	TGFB1|DDX58|CCL5|IRF1|IFNB1|USF2|CCR7|EPCAM|TOPORS	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010557
positive regulation of macromolecule biosynthetic process	Gene Ontology Slim	GO:0010557	9	315	1.88207563134e-05	0.000206201007063	TGFB1|DDX58|CCL5|IRF1|IFNB1|USF2|CCR7|EPCAM|TOPORS	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010557
maintenance of protein location	Gene Ontology	GO:0045185	4	31	1.8885536789e-05	0.000206201007063	CD4|AKT1|GOLPH3|IL10	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045185
maintenance of protein location	Gene Ontology Slim	GO:0045185	4	31	1.8885536789e-05	0.000206201007063	CD4|AKT1|GOLPH3|IL10	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045185
response to sterol	Gene Ontology	GO:0036314	3	9	1.93013173113e-05	0.000208495356101	CCL3|MLC1|CCR5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0036314
chemokine receptor activity	Gene Ontology	GO:0004950	3	9	1.93013173113e-05	0.000208495356101	CXCR3|CCR6|CCR7	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004950
response to sterol	Gene Ontology Slim	GO:0036314	3	9	1.93013173113e-05	0.000208495356101	CCL3|MLC1|CCR5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0036314
chemokine receptor activity	Gene Ontology Slim	GO:0004950	3	9	1.93013173113e-05	0.000208495356101	CXCR3|CCR6|CCR7	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004950
phosphotransferase activity, alcohol group as acceptor	Gene Ontology	GO:0016773	8	241	1.95819033791e-05	0.000210884322127	CCL2|PRKCA|KIT|MAPK14|CDK2|IL5|IKBKAP|EGF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016773
phosphotransferase activity, alcohol group as acceptor	Gene Ontology Slim	GO:0016773	8	241	1.95819033791e-05	0.000210884322127	CCL2|PRKCA|KIT|MAPK14|CDK2|IL5|IKBKAP|EGF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016773
protein kinase regulator activity	Gene Ontology	GO:0019887	4	32	2.11711556702e-05	0.0002269663018	MADD|CCL5|EGF|LTF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019887
protein kinase regulator activity	Gene Ontology Slim	GO:0019887	4	32	2.11711556702e-05	0.0002269663018	MADD|CCL5|EGF|LTF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019887
response to nitrogen compound	Gene Ontology	GO:1901698	7	176	2.14967595002e-05	0.000229762804477	CCL2|PTGS2|DDX58|PTGER4|IFNB1|AKT1|CAV1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1901698
response to nitrogen compound	Gene Ontology Slim	GO:1901698	7	176	2.14967595002e-05	0.000229762804477	CCL2|PTGS2|DDX58|PTGER4|IFNB1|AKT1|CAV1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1901698
interspecies interaction between organisms	Gene Ontology	GO:0044419	12	593	2.31651873175e-05	0.000246481760708	IRF3|TGFB1|TBK1|PCSK5|CD80|ARF1|SMAD3|CD4|MAPK3|CCR5|IFNB1|USF2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044419
interspecies interaction between organisms	Gene Ontology Slim	GO:0044419	12	593	2.31651873175e-05	0.000246481760708	IRF3|TGFB1|TBK1|PCSK5|CD80|ARF1|SMAD3|CD4|MAPK3|CCR5|IFNB1|USF2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044419
receptor metabolic process	Gene Ontology	GO:0043112	4	33	2.36534923648e-05	0.000250925015415	ACE2|ARFGEF2|IL8|PTGER3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043112
receptor metabolic process	Gene Ontology Slim	GO:0043112	4	33	2.36534923648e-05	0.000250925015415	ACE2|ARFGEF2|IL8|PTGER3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043112
chemokine receptor binding	Gene Ontology	GO:0042379	3	10	2.50080692738e-05	0.000262547733189	CCL2|CCL3|CCL5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042379
phosphoprotein binding	Gene Ontology	GO:0051219	3	10	2.50080692738e-05	0.000262547733189	C19orf2|TBK1|PLAT	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051219
chemokine receptor binding	Gene Ontology Slim	GO:0042379	3	10	2.50080692738e-05	0.000262547733189	CCL2|CCL3|CCL5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042379
phosphoprotein binding	Gene Ontology Slim	GO:0051219	3	10	2.50080692738e-05	0.000262547733189	C19orf2|TBK1|PLAT	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051219
peptidyl-amino acid modification	Gene Ontology	GO:0018193	7	182	2.64328980554e-05	0.000276687724925	SPI1|PRKCA|CD80|IFNB1|F3|PPIA|HRC	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0018193
peptidyl-amino acid modification	Gene Ontology Slim	GO:0018193	7	182	2.64328980554e-05	0.000276687724925	SPI1|PRKCA|CD80|IFNB1|F3|PPIA|HRC	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0018193
nuclear lumen	Gene Ontology	GO:0031981	12	603	2.71596218866e-05	0.000283458583131	SMN2|PABPN1|SMN1|C19orf2|PSMD2|RUNX3|FANCB|ATF5|SYNE1|ANXA13|DAPK3|MYT1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031981
nuclear lumen	Gene Ontology Slim	GO:0031981	12	603	2.71596218866e-05	0.000283458583131	SMN2|PABPN1|SMN1|C19orf2|PSMD2|RUNX3|FANCB|ATF5|SYNE1|ANXA13|DAPK3|MYT1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031981
MAPK cascade	Gene Ontology	GO:0000165	13	706	2.77466159205e-05	0.000288735679161	CCL3|CCL4|AKT1|PSMD1|CD40|MAPK3|TNF|REN|CCR5|SERPINF2|IL2|MYC|RB1CC1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000165
MAPK cascade	Gene Ontology Slim	GO:0000165	13	706	2.77466159205e-05	0.000288735679161	CCL3|CCL4|AKT1|PSMD1|CD40|MAPK3|TNF|REN|CCR5|SERPINF2|IL2|MYC|RB1CC1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000165
cellular response to toxic substance	Gene Ontology	GO:0097237	4	35	2.9249806532e-05	0.000303045075851	PTGS2|SPI1|ADH5|KLF6	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0097237
cellular response to toxic substance	Gene Ontology Slim	GO:0097237	4	35	2.9249806532e-05	0.000303045075851	PTGS2|SPI1|ADH5|KLF6	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0097237
protein kinase activator activity	Gene Ontology	GO:0030295	3	11	3.172237407e-05	0.000324400127917	MADD|LTF|CCL5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030295
protein kinase activator activity	Gene Ontology Slim	GO:0030295	3	11	3.172237407e-05	0.000324400127917	MADD|LTF|CCL5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030295
protein homodimerization activity	Gene Ontology	GO:0042803	6	126	3.21499680152e-05	0.000327828050293	NOS2|SMAD4|G6PD|CD4|NFKB1|DAPK3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042803
protein homodimerization activity	Gene Ontology Slim	GO:0042803	6	126	3.21499680152e-05	0.000327828050293	NOS2|SMAD4|G6PD|CD4|NFKB1|DAPK3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042803
aging	Gene Ontology	GO:0007568	5	75	3.25867238075e-05	0.000330855477628	IL6|TGFB1|IL1B|CD86|AKT1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007568
aging	Gene Ontology Slim	GO:0007568	5	75	3.25867238075e-05	0.000330855477628	IL6|TGFB1|IL1B|CD86|AKT1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007568
mitochondrion	Gene Ontology	GO:0005739	8	260	3.30437748426e-05	0.000333587012885	TRAF3|TP53|MT-CYB|AKT1|RAB3D|IKBKE|AGT|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
negative regulation of signal transduction	Gene Ontology	GO:0009968	8	260	3.30437748426e-05	0.000333587012885	BCL2L1|ICAM1|EGF|PER1|TLR4|IL1A|IL1B|MYC	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009968
negative regulation of signal transduction	Gene Ontology Slim	GO:0009968	8	260	3.30437748426e-05	0.000333587012885	BCL2L1|ICAM1|EGF|PER1|TLR4|IL1A|IL1B|MYC	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009968
mitochondrion	Gene Ontology Slim	GO:0005739	8	260	3.30437748426e-05	0.000333587012885	TRAF3|TP53|MT-CYB|AKT1|RAB3D|IKBKE|AGT|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005739
modification of morphology or physiology of other organism involved in symbiotic interaction	Gene Ontology	GO:0051817	4	37	3.57593781417e-05	0.000358959415377	CLEC4M|LTF|CCL4|SMAD3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051817
modification of morphology or physiology of other organism involved in symbiotic interaction	Gene Ontology Slim	GO:0051817	4	37	3.57593781417e-05	0.000358959415377	CLEC4M|LTF|CCL4|SMAD3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051817
organelle lumen	Gene Ontology	GO:0043233	13	725	3.62290387978e-05	0.000362648079476	IRF3|PTGS2|IRF1|MXI1|HSP90B1|PSMD2|UROD|CTSL1|LTF|TF|ANXA13|SMAD3|MAPK8	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043233
organelle lumen	Gene Ontology Slim	GO:0043233	13	725	3.62290387978e-05	0.000362648079476	IRF3|PTGS2|IRF1|MXI1|HSP90B1|PSMD2|UROD|CTSL1|LTF|TF|ANXA13|SMAD3|MAPK8	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043233
