##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
mTOR signaling pathway	KEGG PATHWAY	hsa04150	7	153	5.52286351411e-08	2.554033085e-07	RPS6KA3|AKT1|PRKCA|MAPK3|MAPK1|RHOA|TNF	http://www.genome.jp/kegg-bin/show_pathway?hsa04150/hsa:5578%09red/hsa:5595%09red/hsa:5594%09red/hsa:7124%09red/hsa:6197%09red/hsa:207%09red/hsa:387%09red
Cushing syndrome	KEGG PATHWAY	hsa04934	7	155	6.01376551502e-08	2.76936428759e-07	E2F1|EGFR|RB1|MAPK3|CDK2|MAPK1|CDK4	http://www.genome.jp/kegg-bin/show_pathway?hsa04934/hsa:5595%09red/hsa:5925%09red/hsa:5594%09red/hsa:1019%09red/hsa:1956%09red/hsa:1869%09red/hsa:1017%09red
Apoptotic factor-mediated response	Reactome	R-HSA-111471	4	15	7.09594909882e-08	3.25404192984e-07	MAPK3|MAPK1|CYCS|BAX	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111471
GnRH signaling pathway	KEGG PATHWAY	hsa04912	6	93	7.37250311642e-08	3.36677642316e-07	PRKCA|EGFR|MAPK14|MAPK3|MAPK1|MAPK8	http://www.genome.jp/kegg-bin/show_pathway?hsa04912/hsa:5578%09red/hsa:1432%09red/hsa:5594%09red/hsa:5595%09red/hsa:5599%09red/hsa:1956%09red
Oxidative stress response	PANTHER	P00046	5	45	7.50669028333e-08	3.41383093383e-07	MAPK14|MYC|MAPK8|STAT1|BCL2	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00046
Interleukin-12 signaling	Reactome	R-HSA-9020591	5	47	9.1771033378e-08	4.15624184224e-07	IL10|IFNG|ARF1|PPIA|SOD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9020591
Signaling by NTRKs	Reactome	R-HSA-166520	6	97	9.34333801206e-08	4.21411459309e-07	RPS6KA3|BAX|MAPK14|MAPK3|MAPK1|RHOA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166520
Transcriptional Regulation by TP53	Reactome	R-HSA-3700989	9	359	9.92191616487e-08	4.45672955602e-07	TP53|E2F1|FAS|BAX|USP7|MAPK14|AKT1|CDK2|CYCS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3700989
Chemokine receptors bind chemokines	Reactome	R-HSA-380108	5	48	1.01160260392e-07	4.52537328123e-07	CXCL10|CCL5|CCR6|IL8|CCR5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380108
Factors involved in megakaryocyte development and platelet production	Reactome	R-HSA-983231	7	168	1.01932068007e-07	4.54136368032e-07	IRF1|TP53|IFNA2|TUBB4|IFNB1|CDK2|IFNA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983231
Interleukin-1 signaling	Reactome	R-HSA-9020702	6	101	1.17288304485e-07	5.20437172936e-07	PSMD1|PSMD2|NFKB1|IL1A|IL1B|MYD88	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9020702
FGF signaling pathway	PANTHER	P00021	6	103	1.30972213568e-07	5.78812685769e-07	AKT1|PRKCA|MAPK14|MAPK3|MAPK1|MAPK8	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00021
Parathyroid hormone synthesis, secretion and action	KEGG PATHWAY	hsa04928	6	106	1.53940139612e-07	6.77583907689e-07	PRKCA|EGFR|MAPK3|MAPK1|RHOA|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04928/hsa:5578%09red/hsa:5595%09red/hsa:5594%09red/hsa:596%09red/hsa:1956%09red/hsa:387%09red
Insulin resistance	KEGG PATHWAY	hsa04931	6	108	1.71017046869e-07	7.49738733472e-07	RPS6KA3|IL6|AKT1|TNF|NFKB1|MAPK8	http://www.genome.jp/kegg-bin/show_pathway?hsa04931/hsa:3569%09red/hsa:7124%09red/hsa:6197%09red/hsa:4790%09red/hsa:5599%09red/hsa:207%09red
Pathogenic Escherichia coli infection	KEGG PATHWAY	hsa05130	5	55	1.90272966466e-07	8.27536393836e-07	RHOA|PRKCA|CD14|TUBB4|TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa05130/hsa:7099%09red/hsa:929%09red/hsa:10381%09red/hsa:387%09red/hsa:5578%09red
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	Reactome	R-HSA-168643	5	55	1.90272966466e-07	8.27536393836e-07	BCL2L1|MAPK14|BIRC3|NFKB1|BCL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168643
ZBP1(DAI) mediated induction of type I IFNs	Reactome	R-HSA-1606322	4	21	2.29335462461e-07	9.93484849238e-07	IRF3|NFKB1|MYD88|TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1606322
L1CAM interactions	Reactome	R-HSA-373760	6	117	2.68324420886e-07	1.15780931217e-06	RPS6KA3|TUBB4|HSPA8|EGFR|MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373760
ERK/MAPK targets	Reactome	R-HSA-198753	4	22	2.70591620717e-07	1.16301339728e-06	MAPK14|MAPK3|RPS6KA3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198753
B cell activation	PANTHER	P00010	5	61	3.08228029828e-07	1.3196012527e-06	MAPK14|MAPK3|MAPK8|MAPK1|CD79A	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00010
Growth hormone receptor signaling	Reactome	R-HSA-982772	4	23	3.17133975264e-07	1.35244683615e-06	MAPK3|MAPK1|STAT1|ADAM17	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-982772
Constitutive Signaling by Aberrant PI3K in Cancer	Reactome	R-HSA-2219530	5	62	3.32525746204e-07	1.40172391477e-06	CD80|KIT|EGFR|EGF|CD86	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2219530
Cytosolic sensors of pathogen-associated DNA 	Reactome	R-HSA-1834949	5	62	3.32525746204e-07	1.40172391477e-06	IRF3|NFKB1|MYD88|IRF7|TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1834949
Host Interactions of HIV factors	Reactome	R-HSA-162909	6	123	3.55501868886e-07	1.4928354341e-06	ARF1|PSMD1|PSMD2|CD4|SLC25A4|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162909
RHO GTPases Activate NADPH Oxidases	Reactome	R-HSA-5668599	4	24	3.69387418173e-07	1.5452237035e-06	MAPK14|MAPK3|MAPK1|PRKCA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668599
Mitophagy - animal	KEGG PATHWAY	hsa04137	5	65	4.14627105517e-07	1.72787569447e-06	BCL2L1|MAPK8|TP53|TBK1|E2F1	http://www.genome.jp/kegg-bin/show_pathway?hsa04137/hsa:29110%09red/hsa:1869%09red/hsa:7157%09red/hsa:5599%09red/hsa:598%09red
Nuclear Events (kinase and transcription factor activation)	Reactome	R-HSA-198725	4	25	4.27792005e-07	1.77598499046e-06	MAPK14|MAPK3|RPS6KA3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198725
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	Reactome	R-HSA-198933	6	128	4.44786810633e-07	1.83957111115e-06	ITGB2|CD40LG|HLA-C|CLEC4G|ICAM3|ICAM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198933
Downregulation of ERBB2 signaling	Reactome	R-HSA-8863795	4	27	5.64889843889e-07	2.32751604851e-06	STUB1|AKT1|EGFR|EGF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8863795
ESR-mediated signaling	Reactome	R-HSA-8939211	7	221	6.09649531033e-07	2.50253140828e-06	AKT1|EGFR|MAPK3|MAPK1|MYC|EGF|BCL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939211
Adherens junction	KEGG PATHWAY	hsa04520	5	72	6.6895134335e-07	2.72554153275e-06	MAPK3|RHOA|MAPK1|EGFR|SMAD3	http://www.genome.jp/kegg-bin/show_pathway?hsa04520/hsa:5595%09red/hsa:5594%09red/hsa:1956%09red/hsa:4088%09red/hsa:387%09red
Signaling by TGF-beta Receptor Complex	Reactome	R-HSA-170834	5	72	6.6895134335e-07	2.72554153275e-06	STUB1|TGFB1|MYC|RHOA|SMAD3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-170834
HIV Infection	Reactome	R-HSA-162906	7	227	7.25400994079e-07	2.94459070189e-06	ARF1|PSMD1|PSMD2|CD4|CCR5|SLC25A4|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162906
FCERI mediated MAPK activation	Reactome	R-HSA-2871796	4	29	7.32246113357e-07	2.95439008029e-06	MAPK3|MAPK8|MAPK1|MS4A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2871796
Signaling pathways regulating pluripotency of stem cells	KEGG PATHWAY	hsa04550	6	140	7.35901908685e-07	2.95439008029e-06	AKT1|SMAD3|MAPK14|MAPK3|MAPK1|MYC	http://www.genome.jp/kegg-bin/show_pathway?hsa04550/hsa:5595%09red/hsa:5594%09red/hsa:1432%09red/hsa:4088%09red/hsa:4609%09red/hsa:207%09red
C-type lectin receptors (CLRs)	Reactome	R-HSA-5621481	6	140	7.35901908685e-07	2.95439008029e-06	PSMD1|PSMD2|CD209|ICAM3|NFKB1|IL1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5621481
GPCR downstream signalling	Reactome	R-HSA-388396	13	1108	7.80673097657e-07	3.12269239063e-06	RPS6KA3|CCL4|AKT1|PRKCA|CCL5|EGFR|MAPK3|MAPK1|CCR5|CCR6|CXCL10|RHOA|IL8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-388396
p53 pathway	PANTHER	P00059	5	76	8.61674385572e-07	3.42172147314e-06	FAS|CDK2|TP53|BAX|AKT1	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00059
Signaling by NTRK1 (TRKA)	Reactome	R-HSA-187037	5	76	8.61674385572e-07	3.42172147314e-06	MAPK14|MAPK3|RHOA|RPS6KA3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-187037
Antifolate resistance	KEGG PATHWAY	hsa01523	4	31	9.33913516346e-07	3.69519571811e-06	IL6|NFKB1|IL1B|TNF	http://www.genome.jp/kegg-bin/show_pathway?hsa01523/hsa:7124%09red/hsa:3569%09red/hsa:3553%09red/hsa:4790%09red
Endothelin signaling pathway	PANTHER	P00019	5	78	9.73174332152e-07	3.8366872951e-06	PRKCA|PTGS2|MAPK1|AKT1|MAPK3	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00019
Retrograde endocannabinoid signaling	KEGG PATHWAY	hsa04723	6	148	1.00520638302e-06	3.94876772686e-06	PTGS2|PRKCA|MAPK14|MAPK3|MAPK1|MAPK8	http://www.genome.jp/kegg-bin/show_pathway?hsa04723/hsa:5578%09red/hsa:5595%09red/hsa:5594%09red/hsa:5743%09red/hsa:1432%09red/hsa:5599%09red
Adrenergic signaling in cardiomyocytes	KEGG PATHWAY	hsa04261	6	149	1.04389600351e-06	4.08610721373e-06	AKT1|PRKCA|MAPK14|MAPK3|MAPK1|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04261/hsa:5578%09red/hsa:5595%09red/hsa:5594%09red/hsa:596%09red/hsa:1432%09red/hsa:207%09red
RSK activation	Reactome	R-HSA-444257	3	7	1.08387307766e-06	4.21249962097e-06	MAPK3|RPS6KA3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-444257
DEx/H-box helicases activate type I IFN and inflammatory cytokines production 	Reactome	R-HSA-3134963	3	7	1.08387307766e-06	4.21249962097e-06	NFKB1|MYD88|IRF7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3134963
Signaling by NOTCH4	Reactome	R-HSA-9013694	5	80	1.09575314535e-06	4.2436234887e-06	ADAM10|AKT1|SMAD3|PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9013694
Endocytosis	KEGG PATHWAY	hsa04144	7	244	1.15792971144e-06	4.46863015399e-06	HLA-C|ARF1|HSPA8|EGFR|SMAD3|CCR5|RHOA	http://www.genome.jp/kegg-bin/show_pathway?hsa04144/hsa:1234%09red/hsa:3312%09red/hsa:375%09red/hsa:1956%09red/hsa:4088%09red/hsa:3107%09red/hsa:387%09red
Oxytocin signaling pathway	KEGG PATHWAY	hsa04921	6	153	1.21104117493e-06	4.65719693939e-06	PTGS2|PRKCA|EGFR|MAPK3|MAPK1|RHOA	http://www.genome.jp/kegg-bin/show_pathway?hsa04921/hsa:5578%09red/hsa:5595%09red/hsa:5594%09red/hsa:5743%09red/hsa:1956%09red/hsa:387%09red
B cell receptor signaling pathway	KEGG PATHWAY	hsa04662	5	82	1.23019117299e-06	4.71429904054e-06	MAPK3|MAPK1|AKT1|NFKB1|CD79A	http://www.genome.jp/kegg-bin/show_pathway?hsa04662/hsa:973%09red/hsa:5594%09red/hsa:207%09red/hsa:5595%09red/hsa:4790%09red
Signaling by GPCR	Reactome	R-HSA-372790	13	1170	1.41470592882e-06	5.40250068983e-06	RPS6KA3|CCL4|AKT1|PRKCA|CCL5|EGFR|MAPK3|MAPK1|CCR5|CCR6|CXCL10|RHOA|IL8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-372790
Regulation of TP53 Degradation	Reactome	R-HSA-6804757	4	35	1.45753776454e-06	5.54674093728e-06	AKT1|CDK2|TP53|USP7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804757
Interleukin-18 signaling	Reactome	R-HSA-9012546	3	8	1.48803020302e-06	5.64318720592e-06	IL18|IL4|IL13	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9012546
Class I MHC mediated antigen processing & presentation	Reactome	R-HSA-983169	8	370	1.54070592837e-06	5.82280585344e-06	HLA-C|PSMD1|PSMD2|STUB1|CD14|CTSL1|TLR4|MYD88	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983169
Wnt signaling pathway	KEGG PATHWAY	hsa04310	6	160	1.55592735191e-06	5.86012500927e-06	TP53|PRKCA|MAPK8|SMAD3|RHOA|MYC	http://www.genome.jp/kegg-bin/show_pathway?hsa04310/hsa:5578%09red/hsa:7157%09red/hsa:5599%09red/hsa:4088%09red/hsa:4609%09red/hsa:387%09red
@@Wnt signaling pathway	PANTHER	P00057	4	294	0.00375478340589	0.00677964186631	PRKCA|MYC|TNF|TP53	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00057
Regulation of TP53 Expression and Degradation	Reactome	R-HSA-6806003	4	36	1.61685213429e-06	6.06873266843e-06	AKT1|CDK2|TP53|USP7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6806003
Protein processing in endoplasmic reticulum	KEGG PATHWAY	hsa04141	6	165	1.84830880095e-06	6.91381039535e-06	STUB1|HSPA8|BAX|HSP90B1|MAPK8|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04141/hsa:10273%09red/hsa:596%09red/hsa:3312%09red/hsa:5599%09red/hsa:581%09red/hsa:7184%09red
Signaling by Nuclear Receptors	Reactome	R-HSA-9006931	7	264	1.92502518903e-06	7.17628437817e-06	AKT1|EGFR|MAPK3|MAPK1|MYC|EGF|BCL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006931
MyD88 deficiency (TLR2/4)	Reactome	R-HSA-5602498	3	10	2.57131481827e-06	9.52081432709e-06	CD14|MYD88|TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5602498
p75 NTR receptor-mediated signalling	Reactome	R-HSA-193704	5	97	2.70409852373e-06	9.97876088219e-06	NFKB1|MAPK8|MYD88|RHOA|ADAM17	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193704
G alpha (i) signalling events	Reactome	R-HSA-418594	8	405	2.96232217988e-06	1.08949835878e-05	CCL4|CCL5|PRKCA|MAPK1|CCR5|CCR6|CXCL10|IL8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418594
Regulation of the apoptosome activity	Reactome	R-HSA-9627069	3	11	3.26754367675e-06	1.18602306345e-05	MAPK3|MAPK1|CYCS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9627069
Formation of apoptosome	Reactome	R-HSA-111458	3	11	3.26754367675e-06	1.18602306345e-05	MAPK3|MAPK1|CYCS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111458
IRAK4 deficiency (TLR2/4)	Reactome	R-HSA-5603041	3	11	3.26754367675e-06	1.18602306345e-05	CD14|MYD88|TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5603041
Signaling by TGF-beta family members	Reactome	R-HSA-9006936	5	101	3.26805625149e-06	1.18602306345e-05	STUB1|TGFB1|MYC|RHOA|SMAD3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006936
Type II diabetes mellitus	KEGG PATHWAY	hsa04930	4	46	4.00864557941e-06	1.44999193235e-05	MAPK3|MAPK8|TNF|MAPK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04930/hsa:7124%09red/hsa:5595%09red/hsa:5594%09red/hsa:5599%09red
Mitotic G2-G2/M phases	Reactome	R-HSA-453274	6	195	4.69341096305e-06	1.67683814862e-05	TP53|E2F1|TUBB4|PSMD1|PSMD2|CDK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-453274
TP53 Regulates Transcription of Cell Cycle Genes	Reactome	R-HSA-6791312	4	48	4.69698277031e-06	1.67683814862e-05	CDK2|TP53|BAX|E2F1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6791312
Signaling by EGFR	Reactome	R-HSA-177929	4	48	4.69698277031e-06	1.67683814862e-05	ADAM10|EGFR|EGF|ADAM17	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-177929
Signaling by NOTCH3	Reactome	R-HSA-9012852	4	48	4.69698277031e-06	1.67683814862e-05	ADAM10|EGFR|EGF|STAT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9012852
Signaling by the B Cell Receptor (BCR)	Reactome	R-HSA-983705	5	110	4.87512883222e-06	1.73478610393e-05	NFKB1|PSMD2|PSMD1|PPIA|CD79A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983705
Cytochrome c-mediated apoptotic response	Reactome	R-HSA-111461	3	13	5.01152407116e-06	1.76611909389e-05	MAPK3|MAPK1|CYCS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111461
Trafficking and processing of endosomal TLR	Reactome	R-HSA-1679131	3	13	5.01152407116e-06	1.76611909389e-05	TLR9|CTSL1|HSP90B1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1679131
ERBB2 Regulates Cell Motility	Reactome	R-HSA-6785631	3	13	5.01152407116e-06	1.76611909389e-05	RHOA|EGFR|EGF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6785631
Cholinergic synapse	KEGG PATHWAY	hsa04725	5	112	5.30434210819e-06	1.85736707686e-05	PRKCA|MAPK3|MAPK1|BCL2|AKT1	http://www.genome.jp/kegg-bin/show_pathway?hsa04725/hsa:5578%09red/hsa:5595%09red/hsa:5594%09red/hsa:207%09red/hsa:596%09red
Leukocyte transendothelial migration	KEGG PATHWAY	hsa04670	5	112	5.30434210819e-06	1.85736707686e-05	MAPK14|PRKCA|RHOA|ITGB2|ICAM1	http://www.genome.jp/kegg-bin/show_pathway?hsa04670/hsa:3689%09red/hsa:5578%09red/hsa:1432%09red/hsa:387%09red/hsa:3383%09red
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	Reactome	R-HSA-6804116	3	14	6.07605482698e-06	2.11408129853e-05	CDK2|TP53|E2F1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804116
Early Phase of HIV Life Cycle	Reactome	R-HSA-162594	3	14	6.07605482698e-06	2.11408129853e-05	CD4|CCR5|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162594
Regulation of RUNX3 expression and activity	Reactome	R-HSA-8941858	4	53	6.79777176275e-06	2.35770818101e-05	TGFB1|PSMD1|RUNX3|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8941858
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	Reactome	R-HSA-975110	3	15	7.28004338704e-06	2.51701184612e-05	TLR9|IRF7|MYD88	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975110
cAMP signaling pathway	KEGG PATHWAY	hsa04024	6	214	7.86303333675e-06	2.6942509107e-05	AKT1|MAPK3|MAPK1|NFKB1|MAPK8|RHOA	http://www.genome.jp/kegg-bin/show_pathway?hsa04024/hsa:5595%09red/hsa:5594%09red/hsa:4790%09red/hsa:5599%09red/hsa:207%09red/hsa:387%09red
Regulation of actin cytoskeleton	KEGG PATHWAY	hsa04810	6	214	7.86303333675e-06	2.6942509107e-05	ITGB2|EGFR|MAPK3|MAPK1|RHOA|EGF	http://www.genome.jp/kegg-bin/show_pathway?hsa04810/hsa:3689%09red/hsa:5595%09red/hsa:5594%09red/hsa:1950%09red/hsa:1956%09red/hsa:387%09red
Signaling by WNT	Reactome	R-HSA-195721	7	329	7.86642601665e-06	2.6942509107e-05	AKT1|PRKCA|PSMD1|PSMD2|RUNX3|MYC|RHOA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195721
Platelet activation	KEGG PATHWAY	hsa04611	5	124	8.53980881626e-06	2.91577272979e-05	MAPK14|MAPK3|RHOA|MAPK1|AKT1	http://www.genome.jp/kegg-bin/show_pathway?hsa04611/hsa:5595%09red/hsa:5594%09red/hsa:207%09red/hsa:1432%09red/hsa:387%09red
Caspase activation via Death Receptors in the presence of ligand	Reactome	R-HSA-140534	3	16	8.63174661755e-06	2.93801064995e-05	FAS|CD14|TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140534
Oocyte meiosis	KEGG PATHWAY	hsa04114	5	128	9.90560102396e-06	3.36115749915e-05	MAPK14|MAPK3|CDK2|RPS6KA3|MAPK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04114/hsa:6197%09red/hsa:5595%09red/hsa:5594%09red/hsa:1017%09red/hsa:1432%09red
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	Reactome	R-HSA-5676594	3	17	1.01393686803e-05	3.42334371753e-05	CD40LG|TRAF3|BIRC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5676594
SCF(Skp2)-mediated degradation of p27/p21	Reactome	R-HSA-187577	4	59	1.01513385785e-05	3.42334371753e-05	CDK4|CDK2|PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-187577
Huntington disease	PANTHER	P00029	5	129	1.02722992493e-05	3.45350919546e-05	AKT1|ARF1|TP53|TUBB4|BAX	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00029
@@Huntington disease	KEGG PATHWAY	hsa05016	5	193	6.66181886577e-05	0.000191134907772	SOD1|TP53|CYCS|BAX|SLC25A4	http://www.genome.jp/kegg-bin/show_pathway?hsa05016/hsa:291%09red/hsa:54205%09red/hsa:581%09red/hsa:7157%09red/hsa:6647%09red
Response to elevated platelet cytosolic Ca2+	Reactome	R-HSA-76005	5	133	1.18464167108e-05	3.97054211468e-05	PRKCA|TGFB1|EGF|PPIA|SOD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76005
Apelin signaling pathway	KEGG PATHWAY	hsa04371	5	137	1.36027559315e-05	4.54531112833e-05	MAPK3|NOS2|SMAD3|MAPK1|AKT1	http://www.genome.jp/kegg-bin/show_pathway?hsa04371/hsa:4843%09red/hsa:5595%09red/hsa:5594%09red/hsa:207%09red/hsa:4088%09red
SHC1 events in ERBB2 signaling	Reactome	R-HSA-1250196	3	19	1.36549237303e-05	4.54887428828e-05	PRKCA|EGFR|EGF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1250196
p53-Dependent G1/S DNA damage checkpoint	Reactome	R-HSA-69580	4	64	1.37664200977e-05	4.55830707768e-05	TP53|CDK2|PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69580
p53-Dependent G1 DNA Damage Response	Reactome	R-HSA-69563	4	64	1.37664200977e-05	4.55830707768e-05	TP53|CDK2|PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69563
Costimulation by the CD28 family	Reactome	R-HSA-388841	4	65	1.45898515812e-05	4.81640883524e-05	CD4|AKT1|CD80|CD86	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-388841
Vesicle-mediated transport	Reactome	R-HSA-5653656	9	669	1.47489120244e-05	4.85429657021e-05	IL7R|ARF1|HSPA8|EGFR|HSP90B1|CD4|AKT1|TUBB4|EGF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5653656
G1/S DNA Damage Checkpoints	Reactome	R-HSA-69615	4	66	1.54489560949e-05	5.06947780838e-05	TP53|CDK2|PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69615
Signal transduction by L1	Reactome	R-HSA-445144	3	20	1.56790034705e-05	5.09916552039e-05	MAPK3|MAPK1|EGFR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-445144
Inflammasomes	Reactome	R-HSA-622312	3	20	1.56790034705e-05	5.09916552039e-05	BCL2L1|NFKB1|BCL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-622312
CTLA4 inhibitory signaling	Reactome	R-HSA-389513	3	20	1.56790034705e-05	5.09916552039e-05	AKT1|CD80|CD86	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389513
Long-term potentiation	KEGG PATHWAY	hsa04720	4	67	1.63446973975e-05	5.29993738095e-05	PRKCA|MAPK3|RPS6KA3|MAPK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04720/hsa:6197%09red/hsa:5595%09red/hsa:5594%09red/hsa:5578%09red
Staphylococcus aureus infection	KEGG PATHWAY	hsa05150	4	68	1.72780492249e-05	5.56962998543e-05	IL10|ITGB2|ICAM1|MBL2	http://www.genome.jp/kegg-bin/show_pathway?hsa05150/hsa:3689%09red/hsa:4153%09red/hsa:3586%09red/hsa:3383%09red
